Date,Expiry,En_Date,Ce_En_Date,Pe_En_Date,Ce_Ex_Date,Pe_Ex_Date,Fut_En_Price,ATM_Strike,Ce_Short_Strike,Pe_Short_Strike,Ce_Long_Strike,Pe_Long_Strike,Ce_Short_En_Price,Ce_Short_Ex_Price,Pe_Short_En_Price,Pe_Short_Ex_Price,Ce_Long_En_Price,Ce_Long_Ex_Price,Pe_Long_En_Price,Pe_Long_Ex_Price,Returns_Abs,Quantity,Lot_Size,Total_Abs_Return,Total_Capital_Return,Total_Pct_Return,Pfolio_Total_Daily_Drawdown,Pfolio_Max_Daily_Drawdown
25-10-2017,26-10-2017,20-07-2017,25-10-2017 10:30,25-10-2017 10:30,25-10-2017 11:48,25-10-2017 13:16,24662.95,24700,24700,24700,25200,24200,98.3,130.2,139.25,27.5,6.05,11.2,12.7,8.6,80.9,3,25,6067.5,1090720,0.559395751,-0.016363786,-0.016363786
26-10-2017,26-10-2017,21-07-2017,26-10-2017 10:30,26-10-2017 10:30,26-10-2017 11:44,26-10-2017 13:39,24926.25,24900,24900,24900,25400,24400,104,142.65,74.75,14.45,5.6,10.8,3.7,2.4,25.55,3,25,1916.25,1092636.25,0.175686702,-0.000110014,-0.006055366
27-10-2017,02-11-2017,22-07-2017,27-10-2017 10:30,27-10-2017 10:30,27-10-2017 15:20,27-10-2017 15:20,25012.1,25000,25000,25000,25500,24500,178.55,148,216.65,208.35,40.95,27,50.5,53.7,28.1,3,25,2107.5,1094743.75,0.192882123,-0.001354477,-0.001354477
30-10-2017,02-11-2017,23-07-2017,30-10-2017 10:30,30-10-2017 10:30,30-10-2017 15:20,30-10-2017 15:20,25060.3,25100,25100,25100,25600,24600,121.85,117.1,204.5,198.1,14.9,13.6,44.5,41.45,6.8,3,25,510,1095253.75,0.046586244,-0.000890608,-0.001393006
31-10-2017,02-11-2017,24-07-2017,31-10-2017 10:30,31-10-2017 10:30,31-10-2017 15:20,31-10-2017 15:20,25036.95,25000,25000,25000,25500,24500,133.15,135,146.1,128.1,13.85,13.75,26.5,19.8,9.35,3,25,701.25,1095955,0.064026259,-0.000109563,-0.000671077
01-11-2017,02-11-2017,25-07-2017,01-11-2017 10:30,01-11-2017 10:30,01-11-2017 14:20,01-11-2017 15:20,25465.2,25500,25500,25500,26000,25000,79.1,107.75,143.95,82.95,4.75,3.1,14.05,9.75,26.4,3,25,1980,1097935,0.180664352,-0.000707125,-0.000707125
02-11-2017,02-11-2017,26-07-2017,02-11-2017 10:30,02-11-2017 10:30,02-11-2017 11:35,02-11-2017 12:02,25541.05,25500,25500,25500,26000,25000,57.65,75.5,46.4,62.35,0.35,0.2,0.5,0.35,-34.1,3,25,-2557.5,1095377.5,-0.232937287,-0.002563764,-0.002764144
03-11-2017,09-11-2017,27-07-2017,03-11-2017 10:30,03-11-2017 10:30,03-11-2017 13:48,03-11-2017 15:20,25480.45,25500,25500,25500,26000,25000,143.2,190.65,189,109.05,20.9,38.35,42.8,29.4,36.55,3,25,2741.25,1098118.75,0.25025619,-0.002437489,-0.002437489
06-11-2017,09-11-2017,28-07-2017,06-11-2017 10:30,06-11-2017 10:30,06-11-2017 15:20,06-11-2017 15:20,25607,25600,25600,25600,26100,25100,147.85,192.5,164.95,151.3,19.85,16.15,34.4,24,-45.1,3,25,-3382.5,1094736.25,-0.308026796,-0.00086511,-0.001347757
07-11-2017,09-11-2017,29-07-2017,07-11-2017 10:30,07-11-2017 10:30,07-11-2017 15:20,07-11-2017 14:12,25497.1,25500,25500,25500,26000,25000,133.85,74.45,166.35,216.9,15.35,10.7,34.65,22.7,-7.75,3,25,-581.25,1094155,-0.053094981,-0.002498283,-0.002498283
08-11-2017,09-11-2017,30-07-2017,08-11-2017 10:30,08-11-2017 10:30,08-11-2017 11:33,08-11-2017 14:45,25364.95,25400,25400,25400,25900,24900,68.15,88.85,153.1,200.45,4.05,7.35,16.05,10.4,-70.4,3,25,-5280,1088875,-0.482564171,-0.005424105,-0.005424105
09-11-2017,09-11-2017,31-07-2017,09-11-2017 10:30,09-11-2017 10:30,09-11-2017 12:55,09-11-2017 11:02,25410,25400,25400,25400,25900,24900,27.75,5.3,91.1,119.75,0.1,0.05,1.2,2.3,-5.15,3,25,-386.25,1088488.75,-0.035472391,-0.007493973,-0.007493973
10-11-2017,16-11-2017,01-08-2017,10-11-2017 10:30,10-11-2017 10:30,10-11-2017 13:48,10-11-2017 15:20,25401.45,25400,25400,25400,25900,24900,153.15,203.4,193.15,124.45,23.75,44.95,47.2,32.05,24.5,3,25,1837.5,1090326.25,0.168812034,-0.001497473,-0.002847964
13-11-2017,16-11-2017,02-08-2017,13-11-2017 10:30,13-11-2017 10:30,13-11-2017 15:20,13-11-2017 15:20,25546.2,25500,25500,25500,26000,25000,153.6,111.15,148.9,195,16.6,11.4,30.55,36.65,-2.75,3,25,-206.25,1090120,-0.018916356,-0.001609597,-0.001609597
14-11-2017,16-11-2017,03-08-2017,14-11-2017 10:30,14-11-2017 10:30,14-11-2017 14:35,14-11-2017 15:20,25412.1,25400,25400,25400,25900,24900,111.85,146.55,150.2,150,8.75,5.6,18.6,11.35,-44.9,3,25,-3367.5,1086752.5,-0.308910946,-0.000986111,-0.001366817
15-11-2017,16-11-2017,04-08-2017,15-11-2017 10:30,15-11-2017 10:30,15-11-2017 15:20,15-11-2017 15:20,25374.9,25400,25400,25400,25900,24900,57.4,23.05,152.7,203.5,1.95,1.35,9.7,9,-17.75,3,25,-1331.25,1085421.25,-0.122497993,-0.004485742,-0.004485742
16-11-2017,16-11-2017,05-08-2017,16-11-2017 10:30,16-11-2017 10:30,16-11-2017 12:38,16-11-2017 13:44,25410.1,25400,25400,25400,25900,24900,25.95,34.5,74,21.4,0.05,0.1,0.35,0.2,43.95,3,25,3296.25,1088717.5,0.303683938,-0.001501622,-0.001501622
17-11-2017,23-11-2017,06-08-2017,17-11-2017 10:30,17-11-2017 10:30,17-11-2017 15:20,17-11-2017 15:20,25920,25900,25900,25900,26400,25400,174.2,108.1,180.3,213.05,36.2,25.25,31,31.95,23.35,3,25,1751.25,1090468.75,0.1608544,-0.000638357,-0.002755528
20-11-2017,23-11-2017,07-08-2017,20-11-2017 10:30,20-11-2017 10:30,20-11-2017 15:20,20-11-2017 15:20,25787.7,25800,25800,25800,26300,25300,114.55,130.65,159.5,127,11.6,13.55,19.2,12.95,12.1,3,25,907.5,1091376.25,0.083221092,-0.000674014,-0.000674014
21-11-2017,23-11-2017,08-08-2017,21-11-2017 10:30,21-11-2017 10:30,21-11-2017 15:20,21-11-2017 15:20,25901,25900,25900,25900,26400,25400,99.05,61.35,127.75,169.65,5.85,4,10.1,13.85,-2.3,3,25,-172.5,1091203.75,-0.015805732,-0.002336465,-0.002336465
22-11-2017,23-11-2017,09-08-2017,22-11-2017 10:30,22-11-2017 10:30,22-11-2017 15:20,22-11-2017 15:20,25739.1,25700,25700,25700,26200,25200,95.75,126.45,91.75,47,3.45,2.8,4.8,3.3,11.9,3,25,892.5,1092096.25,0.081790408,-0.000252007,-0.00124631
23-11-2017,23-11-2017,10-08-2017,23-11-2017 10:30,23-11-2017 10:30,23-11-2017 13:14,23-11-2017 12:22,25775.7,25800,25800,25800,26300,25300,22.5,3.95,65.95,87,0.05,0.1,0.3,0.2,-2.55,3,25,-191.25,1091905,-0.017512193,-0.00430353,-0.008520248
24-11-2017,30-11-2017,11-08-2017,24-11-2017 10:30,24-11-2017 10:30,24-11-2017 15:20,24-11-2017 15:20,25845,25800,25800,25800,26300,25300,173.9,173,131.45,126.45,24.05,27,26.05,23.05,5.85,3,25,438.75,1092343.75,0.040182067,-0.000746396,-0.000824246
27-11-2017,30-11-2017,12-08-2017,27-11-2017 10:30,27-11-2017 10:30,27-11-2017 15:01,27-11-2017 15:20,25766.05,25800,25800,25800,26300,25300,112,171.8,140,58.85,8.05,15.75,17.65,11.75,23.15,3,25,1736.25,1094080,0.158947218,-0.003158319,-0.003158319
28-11-2017,30-11-2017,13-08-2017,28-11-2017 10:30,28-11-2017 10:30,28-11-2017 15:20,28-11-2017 15:20,25959.3,26000,26000,26000,26500,25500,93,47.65,124,161.7,5.45,3.65,14.55,19.2,10.5,3,25,787.5,1094867.5,0.071978283,-0.002805985,-0.002805985
29-11-2017,30-11-2017,14-08-2017,29-11-2017 10:30,29-11-2017 10:30,29-11-2017 15:20,29-11-2017 15:20,25839.9,25800,25800,25800,26300,25300,110.8,82.1,74.75,62.05,4.1,2.8,5.7,3.8,38.2,3,25,2865,1097732.5,0.2616755,-0.000168964,-0.000826571
30-11-2017,30-11-2017,15-08-2017,30-11-2017 10:30,30-11-2017 10:30,30-11-2017 11:03,30-11-2017 12:21,25561.15,25600,25600,25600,26100,25100,41.3,54.2,75.7,99.5,0.3,0.2,0.6,0.4,-37,3,25,-2775,1094957.5,-0.252793827,-0.021798472,-0.021798472
01-12-2017,07-12-2017,16-08-2017,01-12-2017 10:30,01-12-2017 10:30,01-12-2017 15:20,01-12-2017 14:31,25470,25500,25500,25500,26000,25000,127.95,61.6,207.85,275,18.3,12.45,47,88.95,35.3,3,25,2647.5,1097605,0.241790206,-0.005429359,-0.005429359
04-12-2017,07-12-2017,17-08-2017,04-12-2017 10:30,04-12-2017 10:30,04-12-2017 15:20,04-12-2017 15:20,25259.05,25300,25300,25300,25800,24800,119.95,79.7,223.8,308.6,14.5,8.95,52.5,59.65,-42.95,3,25,-3221.25,1094383.75,-0.293479895,-0.002942754,-0.002942754
05-12-2017,07-12-2017,18-08-2017,05-12-2017 10:30,05-12-2017 10:30,05-12-2017 14:01,05-12-2017 13:51,25097,25100,25100,25100,25600,24600,112.4,152.35,187.2,244.8,12.8,8.75,32.7,22.15,-112.15,3,25,-8411.25,1085972.5,-0.768583232,-0.000365494,-0.001375178
06-12-2017,07-12-2017,19-08-2017,06-12-2017 10:30,06-12-2017 10:30,06-12-2017 15:04,06-12-2017 14:35,25121.1,25100,25100,25100,25600,24600,89,15.05,140.4,199.8,6.25,3.25,14.25,8.9,6.2,3,25,465,1086437.5,0.042818764,-0.007693402,-0.007693402
07-12-2017,07-12-2017,20-08-2017,07-12-2017 10:30,07-12-2017 10:30,07-12-2017 10:40,07-12-2017 14:01,25038.15,25000,25000,25000,25500,24500,33.35,44.15,68.35,13.1,0.15,0.3,0.55,0.35,44.4,3,25,3330,1089767.5,0.306506357,-0.003156884,-0.003156884
08-12-2017,14-12-2017,21-08-2017,08-12-2017 10:30,08-12-2017 10:30,08-12-2017 15:20,08-12-2017 15:20,25320,25300,25300,25300,25800,24800,136.55,148.85,162.15,125.7,16.1,17.2,28.45,19.1,15.9,3,25,1192.5,1090960,0.109427011,-6.42E-05,-0.00058728
11-12-2017,14-12-2017,22-08-2017,11-12-2017 10:30,11-12-2017 10:30,11-12-2017 15:20,11-12-2017 15:20,25451,25500,25500,25500,26000,25000,83.9,72.4,164.85,216.7,6.85,4.4,19.55,20,-42.35,3,25,-3176.25,1087783.75,-0.291142663,-0.002534447,-0.002534447
12-12-2017,14-12-2017,23-08-2017,12-12-2017 10:30,12-12-2017 10:30,12-12-2017 15:20,12-12-2017 15:20,25220.2,25200,25200,25200,25700,24700,102.95,78.5,113.35,137,6.8,4.7,12.15,13,-0.45,3,25,-33.75,1087750,-0.003102639,-0.000813575,-0.000813575
13-12-2017,14-12-2017,24-08-2017,13-12-2017 10:30,13-12-2017 10:30,13-12-2017 11:02,13-12-2017 14:07,25097.95,25100,25100,25100,25600,24600,72,100.65,111.35,145.15,2.7,5,7.45,5,-62.6,3,25,-4695,1083055,-0.431624914,-0.005299834,-0.005299834
14-12-2017,14-12-2017,25-08-2017,14-12-2017 10:30,14-12-2017 10:30,14-12-2017 13:28,14-12-2017 11:24,25048,25000,25000,25000,25500,24500,59.45,80.35,67.75,88.2,0.5,0.35,0.75,1.45,-40.8,3,25,-3060,1079995,-0.282534128,-0.007501511,-0.007501511
15-12-2017,21-12-2017,26-08-2017,15-12-2017 10:30,15-12-2017 10:30,15-12-2017 15:20,15-12-2017 15:20,25493,25500,25500,25500,26000,25000,208.4,218,241.95,236,53.25,58.7,79.85,83.15,5.1,3,25,382.5,1080377.5,0.035416831,-0.001268517,-0.001268517
18-12-2017,21-12-2017,27-08-2017,18-12-2017 10:30,18-12-2017 10:30,18-12-2017 15:20,18-12-2017 15:20,25647.45,25600,25600,25600,26100,25100,194.2,142.1,170.4,183.05,44.75,30.9,44.3,29.55,10.85,3,25,813.75,1081191.25,0.075320895,-0.0005137,-0.001013521
19-12-2017,21-12-2017,28-08-2017,19-12-2017 10:30,19-12-2017 10:30,19-12-2017 15:20,19-12-2017 15:20,25645.25,25600,25600,25600,26100,25100,139.55,163,123.35,79.45,11.5,12.9,18.75,12.9,16,3,25,1200,1082391.25,0.11098869,-0.001341094,-0.001341094
20-12-2017,21-12-2017,29-08-2017,20-12-2017 10:30,20-12-2017 10:30,20-12-2017 11:11,20-12-2017 15:20,25675.3,25700,25700,25700,26200,25200,69.6,90.75,118.75,128.95,2.55,5,6.1,4.2,-30.8,3,25,-2310,1080081.25,-0.213416359,-0.00169989,-0.00169989
21-12-2017,21-12-2017,30-08-2017,21-12-2017 10:30,21-12-2017 10:30,21-12-2017 12:40,21-12-2017 15:20,25573.85,25600,25600,25600,26100,25100,23.7,36.75,91,29.05,0.2,0.1,0.45,0.3,48.65,3,25,3648.75,1083730,0.337821807,-0.000268477,-0.001708098
22-12-2017,28-12-2017,31-08-2017,22-12-2017 10:30,22-12-2017 10:30,22-12-2017 15:20,22-12-2017 15:20,25640.05,25600,25600,25600,26100,25100,160.05,173.1,125.9,99.75,14.4,13.85,21.25,15.2,6.5,3,25,487.5,1084217.5,0.044983529,-0.000387547,-0.00141179
26-12-2017,28-12-2017,01-09-2017,26-12-2017 10:30,26-12-2017 10:30,26-12-2017 15:20,26-12-2017 15:20,25611,25600,25600,25600,26100,25100,115.55,139.6,101.5,65.3,5.75,6,10.35,7.1,9.15,3,25,686.25,1084903.75,0.063294496,-0.00092231,-0.00092231
27-12-2017,28-12-2017,02-09-2017,27-12-2017 10:30,27-12-2017 10:30,27-12-2017 15:17,27-12-2017 14:23,25710.05,25700,25700,25700,26200,25200,89.15,15.9,75,131,2.45,1.7,4.5,11.25,23.25,3,25,1743.75,1086647.5,0.160728544,-0.006470562,-0.006470562
28-12-2017,28-12-2017,03-09-2017,28-12-2017 10:30,28-12-2017 10:30,28-12-2017 15:10,28-12-2017 15:15,25471.7,25500,25500,25500,26000,25000,41.4,7.4,77.1,9.5,0.15,0.1,1.05,0.7,101.2,3,25,7590,1094237.5,0.698478577,-0.001118036,-0.001118036
29-12-2017,04-01-2018,04-09-2017,29-12-2017 10:30,29-12-2017 10:30,29-12-2017 15:20,29-12-2017 15:20,25573,25600,25600,25600,26100,25100,103.6,93.1,177.75,177.25,8.95,6.1,24.45,22.2,5.9,3,25,442.5,1094680,0.040439119,-0.001631256,-0.001631256
