Date,Expiry,En_Date,Ce_En_Date,Pe_En_Date,Ce_Ex_Date,Pe_Ex_Date,Fut_En_Price,ATM_Strike,Ce_Short_Strike,Pe_Short_Strike,Ce_Long_Strike,Pe_Long_Strike,Ce_Short_En_Price,Ce_Short_Ex_Price,Pe_Short_En_Price,Pe_Short_Ex_Price,Ce_Long_En_Price,Ce_Long_Ex_Price,Pe_Long_En_Price,Pe_Long_Ex_Price,Returns_Abs,Quantity,Lot_Size,Total_Abs_Return,Total_Capital_Return,Total_Pct_Return,Pfolio_Total_Daily_Drawdown,Pfolio_Max_Daily_Drawdown
13-06-2017,15-06-2017,22-04-2017,13-06-2017 10:30,13-06-2017 10:30,13-06-2017 15:20,13-06-2017 15:20,23521,23500,23500,23500,24000,23000,128.85,93.55,74.45,103.8,6.25,4.35,5.7,6.75,5.1,3,25,382.5,1058042.5,0.036164741,-6.62E-05,-0.00065711
14-06-2017,15-06-2017,23-04-2017,14-06-2017 10:30,14-06-2017 10:30,14-06-2017 15:20,14-06-2017 15:20,23399.45,23400,23400,23400,23900,22900,119,154.95,81,39,4.35,3,4.6,3.2,3.3,3,25,247.5,1058290,0.023392255,-0.002424258,-0.002424258
15-06-2017,15-06-2017,24-04-2017,15-06-2017 10:30,15-06-2017 10:30,15-06-2017 14:11,15-06-2017 11:54,23414.95,23400,23400,23400,23900,22900,51.25,8.85,33.25,45.65,0.15,0.1,0.7,0.45,29.7,3,25,2227.5,1060517.5,0.210481059,-0.003307121,-0.003307121
16-06-2017,22-06-2017,25-04-2017,16-06-2017 10:30,16-06-2017 10:30,16-06-2017 15:20,16-06-2017 15:20,23448.95,23400,23400,23400,23900,22900,151.05,154.65,87.9,75.55,9.55,8.75,9.55,8.55,6.95,3,25,521.25,1061038.75,0.049150533,-0.000796773,-0.000872209
19-06-2017,22-06-2017,26-04-2017,19-06-2017 10:30,19-06-2017 10:30,19-06-2017 13:47,19-06-2017 15:20,23541.05,23500,23500,23500,24000,23000,131,175,71.95,28,4.5,8.45,5.45,3.8,2.25,3,25,168.75,1061207.5,0.015904226,-0.011139945,-0.011139945
20-06-2017,22-06-2017,27-04-2017,20-06-2017 10:30,20-06-2017 10:30,20-06-2017 15:20,20-06-2017 15:20,23722.5,23700,23700,23700,24200,23200,116.5,92.35,76,73.15,5.2,3.45,5.55,3.65,23.35,3,25,1751.25,1062958.75,0.165024277,-0.000551257,-0.000551257
21-06-2017,22-06-2017,28-04-2017,21-06-2017 10:30,21-06-2017 10:30,21-06-2017 14:20,21-06-2017 15:20,23656.85,23700,23700,23700,24200,23200,55.05,82.5,86.5,51.6,1.05,0.7,2.9,2,6.2,3,25,465,1063423.75,0.043745818,-0.000983089,-0.000983089
22-06-2017,22-06-2017,29-04-2017,22-06-2017 10:30,22-06-2017 10:30,22-06-2017 10:48,22-06-2017 14:57,23797,23800,23800,23800,24300,23300,39.65,62.6,32,42.8,0.3,0.6,0.25,0.15,-33.55,3,25,-2516.25,1060907.5,-0.236617811,-0.004099788,-0.00424101
23-06-2017,29-06-2017,30-04-2017,23-06-2017 10:30,23-06-2017 10:30,23-06-2017 15:20,23-06-2017 15:20,23615.5,23600,23600,23600,24100,23100,141.45,96,116.35,152,12.45,9.9,18.3,21.05,10,3,25,750,1061657.5,0.070694193,-0.000999126,-0.000999126
27-06-2017,29-06-2017,01-05-2017,27-06-2017 10:30,27-06-2017 10:30,27-06-2017 15:20,27-06-2017 13:54,23369.35,23400,23400,23400,23900,22900,106.25,45.15,136.95,180.1,9.45,6.4,22.1,48.35,41.15,3,25,3086.25,1064743.75,0.290701097,-0.008100492,-0.008100492
28-06-2017,29-06-2017,02-05-2017,28-06-2017 10:30,28-06-2017 10:30,28-06-2017 15:20,28-06-2017 13:40,23208,23200,23200,23200,23700,22700,105.15,102.1,102.7,145.25,6.95,4.75,13,8.3,-46.4,3,25,-3480,1061263.75,-0.326839204,-0.000859323,-0.001483892
29-06-2017,29-06-2017,03-05-2017,29-06-2017 10:30,29-06-2017 10:30,29-06-2017 12:04,29-06-2017 12:51,23385.45,23400,23400,23400,23900,22900,54.4,71.65,66.75,100.05,1.05,0.7,1.8,1.2,-51.5,3,25,-3862.5,1057401.25,-0.363952882,-0.016065505,-0.016065505
30-06-2017,06-07-2017,04-05-2017,30-06-2017 10:30,30-06-2017 10:30,30-06-2017 15:20,30-06-2017 15:20,23107,23100,23100,23100,23600,22600,155.95,196.95,151.7,98.6,19,23.5,33.8,22.1,4.9,3,25,367.5,1057768.75,0.034755018,-0.001418556,-0.001423296
03-07-2017,06-07-2017,05-05-2017,03-07-2017 10:30,03-07-2017 10:30,03-07-2017 15:20,03-07-2017 15:20,23250,23200,23200,23200,23700,22700,153,201.75,108.5,79.6,13.15,13.5,17.15,12,-24.65,3,25,-1848.75,1055920,-0.174778277,-0.000732666,-0.001990029
04-07-2017,06-07-2017,06-05-2017,04-07-2017 10:30,04-07-2017 10:30,04-07-2017 15:20,04-07-2017 12:18,23292,23300,23300,23300,23800,22800,99.7,71.35,116.4,153.3,4.95,3.4,14,26.3,2.2,3,25,165,1056085,0.015626184,-0.00090914,-0.002296575
05-07-2017,06-07-2017,07-05-2017,05-07-2017 10:30,05-07-2017 10:30,05-07-2017 12:20,05-07-2017 15:20,23329,23300,23300,23300,23800,22800,84.4,113.65,78.9,34.95,2.05,1.4,4.7,3.15,12.5,3,25,937.5,1057022.5,0.088771264,-0.001893742,-0.001893742
06-07-2017,06-07-2017,08-05-2017,06-07-2017 10:30,06-07-2017 10:30,06-07-2017 11:04,06-07-2017 14:15,23495,23500,23500,23500,24000,23000,26.6,38.35,68.9,13.4,0.05,0.1,0.5,0.35,43.65,3,25,3273.75,1060296.25,0.309714315,-0.001253427,-0.001253427
07-07-2017,13-07-2017,09-05-2017,07-07-2017 10:30,07-07-2017 10:30,07-07-2017 15:20,07-07-2017 15:20,23446.05,23400,23400,23400,23900,22900,139.45,144.75,116.75,104.75,7.95,8.35,14.75,14.6,6.95,3,25,521.25,1060817.5,0.049160789,-0.000165047,-0.000853532
11-07-2017,13-07-2017,10-05-2017,11-07-2017 10:30,11-07-2017 10:30,11-07-2017 15:20,11-07-2017 15:20,23697,23700,23700,23700,24200,23200,87.85,45.6,104,137.25,3.6,2.45,6.9,7.4,8.35,3,25,626.25,1061443.75,0.05903466,-0.001578946,-0.001578946
12-07-2017,13-07-2017,11-05-2017,12-07-2017 10:30,12-07-2017 10:30,12-07-2017 15:17,12-07-2017 15:20,23577.8,23600,23600,23600,24100,23100,50.15,65.25,94.7,21.85,1.15,2.35,2.9,1.95,58,3,25,4350,1065793.75,0.409819173,-0.003156028,-0.003156028
13-07-2017,13-07-2017,12-05-2017,13-07-2017 10:30,13-07-2017 10:30,13-07-2017 14:30,13-07-2017 12:50,23904,23900,23900,23900,24400,23400,44.85,7.45,43.25,57.2,0.4,0.25,0.5,0.35,23.15,3,25,1736.25,1067530,0.162906754,-0.00102267,-0.00102267
14-07-2017,20-07-2017,13-05-2017,14-07-2017 10:30,14-07-2017 10:30,14-07-2017 12:05,14-07-2017 15:20,23826.15,23800,23800,23800,24300,23300,139.5,189.4,123,57.5,11.8,21.9,15.25,10.5,20.95,3,25,1571.25,1069101.25,0.147185559,-0.002206022,-0.002206022
17-07-2017,20-07-2017,14-05-2017,17-07-2017 10:30,17-07-2017 10:30,17-07-2017 15:20,17-07-2017 15:20,23976.45,24000,24000,24000,24500,23500,101.55,117.7,127,107,7.05,7.7,13.7,12.8,3.6,3,25,270,1069371.25,0.025254858,-0.000636043,-0.000729585
18-07-2017,20-07-2017,15-05-2017,18-07-2017 10:30,18-07-2017 10:30,18-07-2017 15:20,18-07-2017 15:20,24107.8,24100,24100,24100,24600,23600,101.1,69.2,102.7,121.15,4.85,3.2,13,9.05,7.85,3,25,588.75,1069960,0.055055716,-0.000649905,-0.000743419
19-07-2017,20-07-2017,16-05-2017,19-07-2017 10:30,19-07-2017 10:30,19-07-2017 14:52,19-07-2017 15:20,24142.55,24100,24100,24100,24600,23600,93.05,123.85,67.55,29.8,1.95,1.25,4.2,2.9,4.95,3,25,371.25,1070331.25,0.034697559,-0.001766389,-0.001766389
20-07-2017,20-07-2017,17-05-2017,20-07-2017 10:30,20-07-2017 10:30,20-07-2017 12:07,20-07-2017 12:26,24242.45,24200,24200,24200,24700,23700,56.6,77.7,26.05,40.3,0.25,0.15,0.3,0.2,-35.55,3,25,-2666.25,1067665,-0.249105125,-0.000457769,-0.001387419
21-07-2017,27-07-2017,18-05-2017,21-07-2017 10:30,21-07-2017 10:30,21-07-2017 15:20,21-07-2017 13:02,24234.95,24200,24200,24200,24700,23700,158.75,157.65,117.95,154.05,14.8,10.3,15.2,27.55,-27.15,3,25,-2036.25,1065628.75,-0.190719936,-0.000449572,-0.001119253
24-07-2017,27-07-2017,19-05-2017,24-07-2017 10:30,24-07-2017 10:30,24-07-2017 15:20,24-07-2017 15:20,24374,24400,24400,24400,24900,23900,103.05,102,119.6,126.95,5.35,5.85,15.7,16.4,-5.1,3,25,-382.5,1065246.25,-0.035894302,-0.001079173,-0.001079173
25-07-2017,27-07-2017,20-05-2017,25-07-2017 10:30,25-07-2017 10:30,25-07-2017 15:20,25-07-2017 15:20,24481,24500,24500,24500,25000,24000,99.15,112.3,105.1,77.3,5.95,5.3,11.75,10.05,12.3,3,25,922.5,1066168.75,0.086599695,-0.000450595,-0.000450595
26-07-2017,27-07-2017,21-05-2017,26-07-2017 10:30,26-07-2017 10:30,26-07-2017 14:57,26-07-2017 15:20,24548.45,24500,24500,24500,25000,24000,115.5,150.65,54.55,17.45,2.2,4.3,4.95,3.45,2.55,3,25,191.25,1066360,0.017938061,-0.007681603,-0.007681603
27-07-2017,27-07-2017,22-05-2017,27-07-2017 10:30,27-07-2017 10:30,27-07-2017 11:09,27-07-2017 13:55,24880.35,24900,24900,24900,25400,24400,53.45,71.3,52.3,7.7,1.25,2.35,1.75,1.2,27.3,3,25,2047.5,1068407.5,0.192008327,-0.000220356,-0.004083982
28-07-2017,03-08-2017,23-05-2017,28-07-2017 10:30,28-07-2017 10:30,28-07-2017 15:20,28-07-2017 15:20,24943.35,24900,24900,24900,25400,24400,152.4,146.4,134.7,176.15,20.65,14.25,25.95,22.65,-45.15,3,25,-3386.25,1065021.25,-0.316943676,-0.001843859,-0.001843859
31-07-2017,03-08-2017,24-05-2017,31-07-2017 10:30,31-07-2017 10:30,31-07-2017 12:30,31-07-2017 15:20,24983,25000,25000,25000,25500,24500,116.05,152,170,118.3,12.25,22.75,24.45,19,20.8,3,25,1560,1066581.25,0.146475951,-0.002572711,-0.002572711
01-08-2017,03-08-2017,25-05-2017,01-08-2017 10:30,01-08-2017 10:30,01-08-2017 15:20,01-08-2017 15:20,25185.1,25200,25200,25200,25700,24700,144.55,139.7,194,159,23.05,14.05,34.25,23.4,20,3,25,1500,1068081.25,0.140636262,-0.004622071,-0.005058029
02-08-2017,03-08-2017,26-05-2017,02-08-2017 10:30,02-08-2017 10:30,02-08-2017 15:20,02-08-2017 15:20,25212,25200,25200,25200,25700,24700,122.45,50.3,148.75,110.2,9.75,4.15,14.3,5.25,96.05,3,25,7203.75,1075285,0.674457116,-0.000978297,-0.005678125
03-08-2017,03-08-2017,27-05-2017,03-08-2017 10:30,03-08-2017 10:30,03-08-2017 13:22,03-08-2017 13:41,24877,24900,24900,24900,25400,24400,19.2,3.6,87.05,116.5,0.25,0.15,0.8,0.5,-14.25,3,25,-1068.75,1074216.25,-0.099392254,-0.012814766,-0.012814766
04-08-2017,10-08-2017,28-05-2017,04-08-2017 10:30,04-08-2017 10:30,04-08-2017 14:28,04-08-2017 15:20,24780,24800,24800,24800,25300,24300,110,143.95,153.7,77.05,11.2,20.4,27,18.45,43.35,3,25,3251.25,1077467.5,0.302662523,-0.001498751,-0.001568576
07-08-2017,10-08-2017,29-05-2017,07-08-2017 10:30,07-08-2017 10:30,07-08-2017 15:20,07-08-2017 15:20,25022.1,25000,25000,25000,25500,24500,110,100,129,128.5,12.8,10.05,14.95,13.8,6.6,3,25,495,1077962.5,0.045941061,-0.000621821,-0.000714635
08-08-2017,10-08-2017,30-05-2017,08-08-2017 10:30,08-08-2017 10:30,08-08-2017 13:31,08-08-2017 13:41,24706.95,24700,24700,24700,25200,24200,96.5,126.1,130,175.95,8.9,5.8,14.1,8.55,-84.2,3,25,-6315,1071647.5,-0.585827429,-0.000440632,-0.002694867
09-08-2017,10-08-2017,31-05-2017,09-08-2017 10:30,09-08-2017 10:30,09-08-2017 15:20,09-08-2017 14:25,24571.25,24600,24600,24600,25100,24100,58.4,11.6,136.25,181,2.3,1.6,12.25,8.45,-2.45,3,25,-183.75,1071463.75,-0.017146496,-0.006279812,-0.006279812
10-08-2017,10-08-2017,01-06-2017,10-08-2017 10:30,10-08-2017 10:30,10-08-2017 12:25,10-08-2017 13:36,24315.8,24300,24300,24300,24800,23800,33.25,48.4,86.8,117.5,0.4,0.25,1.05,0.7,-46.35,3,25,-3476.25,1067987.5,-0.324439348,-0.009780641,-0.009780641
11-08-2017,17-08-2017,02-06-2017,11-08-2017 10:30,11-08-2017 10:30,11-08-2017 14:10,11-08-2017 14:10,24154,24200,24200,24200,24700,23700,138.35,188.75,245.9,333,15.95,10.45,80.4,53,-170.4,3,25,-12780,1055207.5,-1.196643219,-0.001741571,-0.004255618
14-08-2017,17-08-2017,03-06-2017,14-08-2017 10:30,14-08-2017 10:30,14-08-2017 15:20,14-08-2017 15:20,24235.2,24200,24200,24200,24700,23700,141,117.6,152.5,150.5,9.15,5.75,31.7,30.9,21.2,3,25,1590,1056797.5,0.150681264,-0.000156364,-0.000734448
16-08-2017,17-08-2017,04-06-2017,16-08-2017 10:30,16-08-2017 10:30,16-08-2017 12:27,16-08-2017 13:29,24024.2,24000,24000,24000,24500,23500,79.1,104.75,112.35,19.9,2.5,4.5,8.8,5.85,65.85,3,25,4938.75,1061736.25,0.467331726,-0.026006277,-0.026006277
17-08-2017,17-08-2017,05-06-2017,17-08-2017 10:30,17-08-2017 10:30,17-08-2017 13:29,17-08-2017 11:09,24422.1,24400,24400,24400,24900,23900,60.25,11,55.3,72.8,0.35,0.2,0.8,2.15,32.95,3,25,2471.25,1064207.5,0.232755545,-0.011875853,-0.011875853
18-08-2017,24-08-2017,06-06-2017,18-08-2017 10:30,18-08-2017 10:30,18-08-2017 15:20,18-08-2017 15:20,24047.2,24000,24000,24000,24500,23500,214.15,247.3,189,150.45,40,47.65,61.1,41.2,-6.85,3,25,-513.75,1063693.75,-0.04827536,-0.001841734,-0.001841734
21-08-2017,24-08-2017,07-06-2017,21-08-2017 10:30,21-08-2017 10:30,21-08-2017 15:20,21-08-2017 14:29,24193.5,24200,24200,24200,24700,23700,150,61,165.3,218,17.5,11.9,33.4,62.95,60.25,3,25,4518.75,1068212.5,0.424816823,-0.003290393,-0.003290393
22-08-2017,24-08-2017,08-06-2017,22-08-2017 10:30,22-08-2017 10:30,22-08-2017 12:36,22-08-2017 15:20,23926.05,23900,23900,23900,24400,23400,158.1,205.55,153.7,76.8,18.35,33.1,29.5,20.6,35.3,3,25,2647.5,1070860,0.247843945,-0.001357385,-0.002672679
23-08-2017,24-08-2017,09-06-2017,23-08-2017 10:30,23-08-2017 10:30,23-08-2017 14:27,23-08-2017 15:20,24176.1,24200,24200,24200,24700,23700,84,112.85,123.95,30.6,2.4,1.65,13.25,8.85,59.35,3,25,4451.25,1075311.25,0.415670583,-0.004883784,-0.004883784
24-08-2017,24-08-2017,10-06-2017,24-08-2017 10:30,24-08-2017 10:30,24-08-2017 12:46,24-08-2017 14:55,24280,24300,24300,24300,24800,23800,40.3,55,70.45,14,0.2,0.1,1.35,0.9,41.2,3,25,3090,1078401.25,0.28735866,-0.000144131,-0.002613032
28-08-2017,31-08-2017,11-06-2017,28-08-2017 10:30,28-08-2017 10:30,28-08-2017 15:20,28-08-2017 15:20,24410.6,24400,24400,24400,24900,23900,150.25,132.95,143.25,142.55,16.7,11.6,24.6,25.5,13.8,3,25,1035,1079436.25,0.095975408,-0.000231821,-0.000816018
29-08-2017,31-08-2017,12-06-2017,29-08-2017 10:30,29-08-2017 10:30,29-08-2017 15:20,29-08-2017 14:01,24200.4,24200,24200,24200,24700,23700,138.65,83.1,134.7,182.05,11.55,8,23.4,15.75,-3,3,25,-225,1079211.25,-0.020844214,-0.0006809,-0.001158
30-08-2017,31-08-2017,13-06-2017,30-08-2017 10:30,30-08-2017 10:30,30-08-2017 14:59,30-08-2017 15:20,24302.55,24300,24300,24300,24800,23800,97.15,130.8,86.85,73.95,3.5,2.4,6.55,5.4,-23,3,25,-1725,1077486.25,-0.159838956,-0.000185315,-0.000972927
31-08-2017,31-08-2017,14-06-2017,31-08-2017 10:30,31-08-2017 10:30,31-08-2017 12:36,31-08-2017 14:32,24238,24200,24200,24200,24700,23700,79,105.65,40.5,7,0.6,0.4,1,0.7,6.35,3,25,476.25,1077962.5,0.0442001,-0.0037354,-0.0037354
01-09-2017,07-09-2017,15-06-2017,01-09-2017 10:30,01-09-2017 10:30,01-09-2017 15:20,01-09-2017 15:20,24468.5,24500,24500,24500,25000,24000,114.6,108.2,186.85,174,9.25,7.45,34.5,29,11.95,3,25,896.25,1078858.75,0.083142966,-0.000180894,-0.000602982
04-09-2017,07-09-2017,16-06-2017,04-09-2017 10:30,04-09-2017 10:30,04-09-2017 15:20,04-09-2017 12:00,24379,24400,24400,24400,24900,23900,102.25,65.8,166.5,221.2,5.85,4.05,23.45,42.35,-1.15,3,25,-86.25,1078772.5,-0.007994559,-0.005983047,-0.005983047
05-09-2017,07-09-2017,17-06-2017,05-09-2017 10:30,05-09-2017 10:30,05-09-2017 15:20,05-09-2017 15:20,24408.25,24400,24400,24400,24900,23900,93,76,130.95,118.95,2.9,2,16.95,11.85,23,3,25,1725,1080497.5,0.159903965,-0.000199296,-0.001154084
06-09-2017,07-09-2017,18-06-2017,06-09-2017 10:30,06-09-2017 10:30,06-09-2017 13:29,06-09-2017 15:20,24232,24200,24200,24200,24700,23700,73.8,97,92.4,37.55,1.1,2.1,4.4,3,31.25,3,25,2343.75,1082841.25,0.216913968,-0.000305408,-0.001207755
07-09-2017,07-09-2017,19-06-2017,07-09-2017 10:30,07-09-2017 10:30,07-09-2017 14:33,07-09-2017 12:29,24422,24400,24400,24400,24900,23900,29.55,5.8,47.2,69.5,0.15,0.1,0.3,0.2,1.3,3,25,97.5,1082938.75,0.00900409,-0.003670781,-0.003670781
08-09-2017,14-09-2017,20-06-2017,08-09-2017 10:30,08-09-2017 10:30,08-09-2017 15:20,08-09-2017 15:20,24383.9,24400,24400,24400,24900,23900,110.5,105.7,159.2,212,6.65,4.65,26.45,31.4,-45.05,3,25,-3378.75,1079560,-0.311998255,-0.000771043,-0.001962247
11-09-2017,14-09-2017,21-06-2017,11-09-2017 10:30,11-09-2017 10:30,11-09-2017 11:21,11-09-2017 15:20,24489.4,24500,24500,24500,25000,24000,95.1,123.9,133.4,61.95,4,7.25,14.3,9.95,41.55,3,25,3116.25,1082676.25,0.288659269,-0.004798223,-0.004798223
12-09-2017,14-09-2017,22-06-2017,12-09-2017 10:30,12-09-2017 10:30,12-09-2017 15:20,12-09-2017 15:20,24755.4,24800,24800,24800,25300,24300,70.2,71.35,136.2,108.85,2.7,1.8,9.8,6.85,22.35,3,25,1676.25,1084352.5,0.154824676,-0.000378683,-0.000452573
13-09-2017,14-09-2017,23-06-2017,13-09-2017 10:30,13-09-2017 10:30,13-09-2017 14:28,13-09-2017 15:20,24855.05,24900,24900,24900,25400,24400,51.65,68.05,105.3,118.75,0.9,0.6,4.85,3.2,-31.8,3,25,-2385,1081967.5,-0.219946927,-0.002729659,-0.002729659
14-09-2017,14-09-2017,24-06-2017,14-09-2017 10:30,14-09-2017 10:30,14-09-2017 15:11,14-09-2017 12:35,24947.7,24900,24900,24900,25400,24400,53.8,6.95,24.6,32.5,0.2,0.1,0.3,0.2,38.75,3,25,2906.25,1084873.75,0.268607883,-0.000831765,-0.001229178
15-09-2017,21-09-2017,25-06-2017,15-09-2017 10:30,15-09-2017 10:30,15-09-2017 15:20,15-09-2017 15:20,24857.2,24900,24900,24900,25400,24400,113.3,107,169.7,165,10.3,8.5,28.7,20,0.5,3,25,37.5,1084911.25,0.003456623,-0.000557663,-0.000765066
18-09-2017,21-09-2017,26-06-2017,18-09-2017 10:30,18-09-2017 10:30,18-09-2017 15:20,18-09-2017 15:20,25053,25100,25100,25100,25600,24600,95.8,89.5,140.35,125.95,5.35,4.35,13.55,13.4,19.55,3,25,1466.25,1086377.5,0.135149304,-0.000433206,-0.000433206
19-09-2017,21-09-2017,27-06-2017,19-09-2017 10:30,19-09-2017 10:30,19-09-2017 15:20,19-09-2017 15:20,25015.45,25000,25000,25000,25500,24500,106.25,139.5,88.65,68.2,4.25,3.8,7.55,5.2,-15.6,3,25,-1170,1085207.5,-0.10769737,-0.001334703,-0.001334703
20-09-2017,21-09-2017,28-06-2017,20-09-2017 10:30,20-09-2017 10:30,20-09-2017 15:20,20-09-2017 15:20,25043,25000,25000,25000,25500,24500,97.9,76.5,57.7,66.45,1.9,1.3,3,3.35,12.4,3,25,930,1086137.5,0.085697896,-0.000658851,-0.000658851
21-09-2017,21-09-2017,29-06-2017,21-09-2017 10:30,21-09-2017 10:30,21-09-2017 15:02,21-09-2017 11:05,24825.85,24800,24800,24800,25300,24300,43.5,8.65,43.15,59.25,0.3,0.2,0.7,0.45,18.4,3,25,1380,1087517.5,0.127055736,-0.000110475,-0.000833227
22-09-2017,28-09-2017,30-06-2017,22-09-2017 10:30,22-09-2017 10:30,22-09-2017 15:20,22-09-2017 15:20,24542.35,24500,24500,24500,25000,24000,195.5,132.8,150.65,202.95,22.8,15.85,44.65,73.6,32.4,3,25,2430,1089947.5,0.22344468,-0.000556309,-0.000556309
25-09-2017,28-09-2017,01-07-2017,25-09-2017 10:30,25-09-2017 10:30,25-09-2017 15:20,25-09-2017 15:20,24134.4,24100,24100,24100,24600,23600,171,189.95,147.4,102.8,16.85,17.7,34.9,24.25,15.85,3,25,1188.75,1091136.25,0.109064886,-0.001513802,-0.001513802
26-09-2017,28-09-2017,02-07-2017,26-09-2017 10:30,26-09-2017 10:30,26-09-2017 13:37,26-09-2017 13:31,24138.95,24100,24100,24100,24600,23600,139.05,193.3,99.3,131.7,9.55,17.45,12.95,8.95,-82.75,3,25,-6206.25,1084930,-0.568787812,-0.003445912,-0.003445912
27-09-2017,28-09-2017,03-07-2017,27-09-2017 10:30,27-09-2017 10:30,27-09-2017 15:05,27-09-2017 11:21,24072.9,24100,24100,24100,24600,23600,88.1,16,119.95,159.8,4.7,3.2,13,8.8,26.55,3,25,1991.25,1086921.25,0.183537187,-0.012922016,-0.012922016
28-09-2017,28-09-2017,04-07-2017,28-09-2017 10:30,28-09-2017 10:30,28-09-2017 12:57,28-09-2017 11:30,23868.6,23900,23900,23900,24400,23400,39,7.6,73.7,115,0.9,0.6,2.8,1.85,-11.15,3,25,-836.25,1086085,-0.076937497,-0.004627396,-0.015313756
29-09-2017,05-10-2017,05-07-2017,29-09-2017 10:30,29-09-2017 10:30,29-09-2017 15:20,29-09-2017 15:20,24202.05,24200,24200,24200,24700,23700,137,83.4,170.05,225.05,15,10.2,38.3,48.55,4.05,3,25,303.75,1086388.75,0.027967424,-0.002536621,-0.002536621
03-10-2017,05-10-2017,06-07-2017,03-10-2017 10:30,03-10-2017 10:30,03-10-2017 15:20,03-10-2017 15:20,24081.95,24100,24100,24100,24600,23600,138.9,132.3,189.05,154.25,15.2,9.65,35.3,23.4,23.95,3,25,1796.25,1088185,0.165341366,-0.000331365,-0.001159786
04-10-2017,05-10-2017,07-07-2017,04-10-2017 10:30,04-10-2017 10:30,04-10-2017 15:20,04-10-2017 15:20,24163.05,24200,24200,24200,24700,23700,91.9,29.6,154,142.1,4.05,2.8,15.9,8.5,65.55,3,25,4916.25,1093101.25,0.451784393,-0.003202356,-0.003202356
05-10-2017,05-10-2017,08-07-2017,05-10-2017 10:30,05-10-2017 10:30,05-10-2017 13:27,05-10-2017 12:29,24176.55,24200,24200,24200,24700,23700,22.75,4.3,72,103.5,0.15,0.1,0.65,0.45,-13.3,3,25,-997.5,1092103.75,-0.091254127,-0.003700469,-0.004313416
06-10-2017,12-10-2017,09-07-2017,06-10-2017 10:30,06-10-2017 10:30,06-10-2017 15:20,06-10-2017 15:20,24245,24200,24200,24200,24700,23700,142.75,128.2,126,123.95,10.25,9.45,16.85,13.8,12.75,3,25,956.25,1093060,0.087560362,-0.000792039,-0.000792039
09-10-2017,12-10-2017,10-07-2017,09-10-2017 10:30,09-10-2017 10:30,09-10-2017 15:20,09-10-2017 15:20,24322.5,24300,24300,24300,24800,23800,111.95,96,115.15,150.05,5.15,3.5,10.55,11.65,-19.5,3,25,-1462.5,1091597.5,-0.133798694,-0.00027903,-0.000699868
10-10-2017,12-10-2017,11-07-2017,10-10-2017 10:30,10-10-2017 10:30,10-10-2017 15:20,10-10-2017 15:20,24332,24300,24300,24300,24800,23800,100.6,108.7,89.75,66.25,2.6,1.8,6.25,4.8,13.15,3,25,986.25,1092583.75,0.090349236,-0.00060461,-0.000613778
11-10-2017,12-10-2017,12-07-2017,11-10-2017 10:30,11-10-2017 10:30,11-10-2017 13:55,11-10-2017 13:29,24462.85,24500,24500,24500,25000,24000,41.05,8.2,101.5,158.8,0.7,0.45,3,5.9,-21.8,3,25,-1635,1090948.75,-0.149645279,-0.025690346,-0.025690346
12-10-2017,12-10-2017,13-07-2017,12-10-2017 10:30,12-10-2017 10:30,12-10-2017 12:15,12-10-2017 14:17,24120,24100,24100,24100,24600,23600,38.1,49.6,49.85,7.35,0.05,0.1,0.5,0.35,30.9,3,25,2317.5,1093266.25,0.212429777,-0.0165951,-0.0165951
13-10-2017,18-10-2017,14-07-2017,13-10-2017 10:30,13-10-2017 10:30,13-10-2017 10:51,13-10-2017 15:20,24552,24600,24600,24600,25100,24100,98.1,131.3,166.35,86.5,8.45,17.6,28.85,18.4,45.35,3,25,3401.25,1096667.5,0.311109028,-0.004811247,-0.004811247
16-10-2017,18-10-2017,15-07-2017,16-10-2017 10:30,16-10-2017 10:30,16-10-2017 15:20,16-10-2017 10:49,24759.6,24800,24800,24800,25300,24300,100.5,82.65,145.1,221.95,9.15,6.35,17.4,36.95,-42.25,3,25,-3168.75,1093498.75,-0.288943549,-0.00056078,-0.007655001
17-10-2017,18-10-2017,16-07-2017,17-10-2017 10:30,17-10-2017 10:30,17-10-2017 12:17,17-10-2017 13:43,24735.1,24700,24700,24700,25200,24200,111,145.15,83.3,110.25,6.35,4.4,11.25,7.6,-66.7,3,25,-5002.5,1088496.25,-0.457476517,-0.0021582,-0.0021582
18-10-2017,18-10-2017,17-07-2017,18-10-2017 10:30,18-10-2017 10:30,18-10-2017 14:26,18-10-2017 11:05,24375,24400,24400,24400,24900,23900,41.2,8,82.55,117.55,0.4,0.25,0.75,0.5,-2.2,3,25,-165,1088331.25,-0.015158527,-0.00339899,-0.00339899
23-10-2017,26-10-2017,18-07-2017,23-10-2017 10:30,23-10-2017 10:30,23-10-2017 15:20,23-10-2017 15:20,24049.95,24000,24000,24000,24500,23500,197.35,223.65,152.55,116.6,31.3,32.9,35.25,24.65,0.65,3,25,48.75,1088380,0.004479335,-0.001405809,-0.001405809
24-10-2017,26-10-2017,19-07-2017,24-10-2017 10:30,24-10-2017 10:30,24-10-2017 15:20,24-10-2017 15:20,24252,24300,24300,24300,24800,23800,114.05,104.55,158.7,212,10.75,7.4,26.6,24.05,-49.7,3,25,-3727.5,1084652.5,-0.342481486,-0.00091879,-0.001676795
