,Date,Max_Drawdown,Drawdown
87,2017-05-11 00:00:00,-0.003555969819410192,-0.003555969819410192
88,2017-05-12 00:00:00,-0.004382583250546358,-0.004382583250546358
89,2017-05-15 00:00:00,-0.0009332318997998003,-0.0009332318997998003
90,2017-05-16 00:00:00,-0.0024116492996881316,-0.0024116492996881316
91,2017-05-17 00:00:00,-0.0006442796817143834,-0.0006442796817143834
92,2017-05-18 00:00:00,-0.005345201784955388,-0.005345201784955388
93,2017-05-19 00:00:00,-0.005401532720892257,-0.005401532720892257
94,2017-05-22 00:00:00,-0.0018744601638556384,-0.0018744601638556384
95,2017-05-23 00:00:00,-0.006472590209394911,-0.006472590209394911
96,2017-05-24 00:00:00,-0.0036513395443579866,-0.0036513395443579866
97,2017-05-25 00:00:00,-0.04230289988415956,-0.04230289988415956
98,2017-05-26 00:00:00,-0.004409866705678416,-0.004409866705678416
99,2017-05-29 00:00:00,-0.0023141979919809067,-0.0023141979919809067
100,2017-05-30 00:00:00,-0.0008000700995639936,-0.0008000700995639936
101,2017-05-31 00:00:00,-0.004929958688860734,-0.004929958688860734
102,2017-06-01 00:00:00,-0.0023591007911718987,-0.0023591007911718987
103,2017-06-02 00:00:00,-0.0008770193011884884,-0.0004289750532417621
104,2017-06-05 00:00:00,-0.0005572962993773145,-0.0005382392555550648
105,2017-06-06 00:00:00,-0.0007664706326821426,-0.0007664706326821426
106,2017-06-07 00:00:00,-0.008310890282366007,-0.008310890282366007
107,2017-06-08 00:00:00,-0.002639613602351095,-0.002639613602351095
108,2017-06-09 00:00:00,-0.0023270749866545395,-0.0023270749866545395
109,2017-06-12 00:00:00,-0.0006294948237688412,-0.000520627744536485
110,2017-06-13 00:00:00,-0.0006571100799744033,-6.618314523165704e-05
111,2017-06-14 00:00:00,-0.00242425777545378,-0.00242425777545378
112,2017-06-15 00:00:00,-0.003307120622830972,-0.003307120622830972
113,2017-06-16 00:00:00,-0.0008722085730747895,-0.0007967734541065971
114,2017-06-19 00:00:00,-0.011139944802605826,-0.011139944802605826
115,2017-06-20 00:00:00,-0.0005512571112255108,-0.0005512571112255108
116,2017-06-21 00:00:00,-0.000983089265347593,-0.000983089265347593
117,2017-06-22 00:00:00,-0.004241009518254056,-0.0040997877043286056
118,2017-06-23 00:00:00,-0.0009991259062265793,-0.0009991259062265793
119,2017-06-27 00:00:00,-0.00810049244871623,-0.00810049244871623
120,2017-06-28 00:00:00,-0.001483891884017373,-0.0008593230018516173
121,2017-06-29 00:00:00,-0.016065505047418913,-0.016065505047418913
122,2017-06-30 00:00:00,-0.0014232955078584341,-0.0014185560848608621
123,2017-07-03 00:00:00,-0.0019900288681856462,-0.0007326657661022682
124,2017-07-04 00:00:00,-0.0022965754981437987,-0.0009091398097795699
125,2017-07-05 00:00:00,-0.0018937416808519755,-0.0018937416808519755
126,2017-07-06 00:00:00,-0.0012534269994892164,-0.0012534269994892164
127,2017-07-07 00:00:00,-0.0008535316569984071,-0.00016504705986818022
128,2017-07-11 00:00:00,-0.0015789462273130168,-0.0015789462273130168
129,2017-07-12 00:00:00,-0.0031560279946277804,-0.0031560279946277804
130,2017-07-13 00:00:00,-0.0010226701580193993,-0.0010226701580193993
131,2017-07-14 00:00:00,-0.002206022140691714,-0.002206022140691714
132,2017-07-17 00:00:00,-0.0007295845408936406,-0.0006360428853829736
133,2017-07-18 00:00:00,-0.0007434185715110467,-0.0006499048871167516
134,2017-07-19 00:00:00,-0.0017663892298612769,-0.0017663892298612769
135,2017-07-20 00:00:00,-0.0013874190707114061,-0.00045776935255108534
136,2017-07-21 00:00:00,-0.0011192526202292439,-0.00044957170568456407
137,2017-07-24 00:00:00,-0.0010791725561726912,-0.0010791725561726912
138,2017-07-25 00:00:00,-0.00045059458065333077,-0.00045059458065333077
139,2017-07-26 00:00:00,-0.007681602725600242,-0.007681602725600242
140,2017-07-27 00:00:00,-0.004083982433347068,-0.00022035600999151651
141,2017-07-28 00:00:00,-0.001843859281709495,-0.001843859281709495
142,2017-07-31 00:00:00,-0.0025727105270751207,-0.0025727105270751207
143,2017-08-01 00:00:00,-0.005058029046864203,-0.004622070715811238
144,2017-08-02 00:00:00,-0.005678124666633901,-0.0009782973852906541
145,2017-08-03 00:00:00,-0.012814765585811854,-0.012814765585811854
146,2017-08-04 00:00:00,-0.0015685761964134,-0.0014987507307660135
147,2017-08-07 00:00:00,-0.0007146346455853871,-0.0006218213444124048
148,2017-08-08 00:00:00,-0.002694866941760777,-0.0004406323510231298
149,2017-08-09 00:00:00,-0.006279812488349251,-0.006279812488349251
150,2017-08-10 00:00:00,-0.009780641124741415,-0.009780641124741415
151,2017-08-11 00:00:00,-0.00425561837598987,-0.0017415714845441198
152,2017-08-14 00:00:00,-0.0007344483174878873,-0.00015636441552826564
153,2017-08-16 00:00:00,-0.02600627661037428,-0.02600627661037428
154,2017-08-17 00:00:00,-0.011875852605703624,-0.011875852605703624
155,2017-08-18 00:00:00,-0.0018417344064029526,-0.0018417344064029526
156,2017-08-21 00:00:00,-0.003290392767603883,-0.003290392767603883
157,2017-08-22 00:00:00,-0.0026726790555760033,-0.0013573850734822752
158,2017-08-23 00:00:00,-0.004883784146434874,-0.004883784146434874
159,2017-08-24 00:00:00,-0.002613032485560234,-0.00014413102868561438
160,2017-08-28 00:00:00,-0.0008160176474986964,-0.00023182143258690697
161,2017-08-29 00:00:00,-0.0011579996491724264,-0.0006809004820738638
162,2017-08-30 00:00:00,-0.0009729270087456409,-0.00018531542074476414
163,2017-08-31 00:00:00,-0.003735400384806563,-0.003735400384806563
164,2017-09-01 00:00:00,-0.0006029820803466202,-0.00018089449824258062
165,2017-09-04 00:00:00,-0.005983046798228496,-0.005983046798228496
166,2017-09-05 00:00:00,-0.0011540837624897716,-0.00019929606774090654
167,2017-09-06 00:00:00,-0.0012077552882156434,-0.00030540808304569284
168,2017-09-07 00:00:00,-0.003670781081265275,-0.003670781081265275
169,2017-09-08 00:00:00,-0.0019622465608512512,-0.0007710425238348526
170,2017-09-11 00:00:00,-0.004798223138314578,-0.004798223138314578
171,2017-09-12 00:00:00,-0.0004525734434250747,-0.0003786826250384058
172,2017-09-13 00:00:00,-0.0027296588313863116,-0.0027296588313863116
173,2017-09-14 00:00:00,-0.001229178479029944,-0.0008317649942275511
174,2017-09-15 00:00:00,-0.00076506598118413,-0.000557662819458097
175,2017-09-18 00:00:00,-0.0004332063347657498,-0.0004332063347657498
176,2017-09-19 00:00:00,-0.001334702830485883,-0.001334702830485883
177,2017-09-20 00:00:00,-0.0006588513383173239,-0.0006588513383173239
178,2017-09-21 00:00:00,-0.0008332273385124845,-0.00011047501540352531
179,2017-09-22 00:00:00,-0.0005563088713331203,-0.0005563088713331203
180,2017-09-25 00:00:00,-0.001513801743349135,-0.001513801743349135
181,2017-09-26 00:00:00,-0.003445911854041542,-0.003445911854041542
182,2017-09-27 00:00:00,-0.012922015681442398,-0.012922015681442398
183,2017-09-28 00:00:00,-0.015313756044823759,-0.004627395959606841
184,2017-09-29 00:00:00,-0.0025366205603313393,-0.0025366205603313393
185,2017-10-03 00:00:00,-0.0011597860747056992,-0.0003313645980826445
186,2017-10-04 00:00:00,-0.003202356493317011,-0.003202356493317011
187,2017-10-05 00:00:00,-0.004313415614510263,-0.003700468948670099
188,2017-10-06 00:00:00,-0.0007920391005567072,-0.0007920391005567072
189,2017-10-09 00:00:00,-0.0006998684567630369,-0.0002790299564774166
190,2017-10-10 00:00:00,-0.0006137781655642109,-0.0006046102908879166
191,2017-10-11 00:00:00,-0.02569034566970427,-0.02569034566970427
192,2017-10-12 00:00:00,-0.016595099821294156,-0.016595099821294156
193,2017-10-13 00:00:00,-0.004811247489253071,-0.004811247489253071
194,2017-10-16 00:00:00,-0.00765500135341276,-0.0005607799528315395
195,2017-10-17 00:00:00,-0.002158200090396863,-0.002158200090396863
196,2017-10-18 00:00:00,-0.00339898956308102,-0.00339898956308102
197,2017-10-23 00:00:00,-0.0014058086174457143,-0.0014058086174457143
198,2017-10-24 00:00:00,-0.0016767945825109957,-0.000918789694873158
199,2017-10-25 00:00:00,-0.01636378604723114,-0.01636378604723114
200,2017-10-26 00:00:00,-0.006055366216497317,-0.00011001392592518814
201,2017-10-27 00:00:00,-0.001354477210696395,-0.001354477210696395
202,2017-10-30 00:00:00,-0.0013930059318759812,-0.0008906076245877858
203,2017-10-31 00:00:00,-0.0006710765373375692,-0.00010956261601071964
204,2017-11-01 00:00:00,-0.0007071247886381196,-0.0007071247886381196
205,2017-11-02 00:00:00,-0.0027641441415188184,-0.002563763951557782
206,2017-11-03 00:00:00,-0.00243748879679057,-0.00243748879679057
207,2017-11-06 00:00:00,-0.001347756697683426,-0.0008651099604845088
208,2017-11-07 00:00:00,-0.0024982826019913033,-0.0024982826019913033
209,2017-11-08 00:00:00,-0.005424105162008042,-0.005424105162008042
210,2017-11-09 00:00:00,-0.00749397313742102,-0.00749397313742102
211,2017-11-10 00:00:00,-0.002847964013494205,-0.0014974733123656353
212,2017-11-13 00:00:00,-0.0016095974195123623,-0.0016095974195123623
213,2017-11-14 00:00:00,-0.0013668168605885968,-0.0009861109709661412
214,2017-11-15 00:00:00,-0.00448574169047407,-0.00448574169047407
215,2017-11-16 00:00:00,-0.0015016223970616257,-0.0015016223970616257
216,2017-11-17 00:00:00,-0.002755527783917757,-0.0006383568419296135
217,2017-11-20 00:00:00,-0.0006740140927506943,-0.0006740140927506943
218,2017-11-21 00:00:00,-0.0023364648681812334,-0.0023364648681812334
219,2017-11-22 00:00:00,-0.0012463104970999344,-0.0002520069258834343
220,2017-11-23 00:00:00,-0.008520248478102921,-0.004303530378254682
221,2017-11-24 00:00:00,-0.0008242456057749577,-0.0007463959834835728
222,2017-11-27 00:00:00,-0.0031583194115529126,-0.0031583194115529126
223,2017-11-28 00:00:00,-0.002805985395344462,-0.002805985395344462
224,2017-11-29 00:00:00,-0.0008265710912847062,-0.0001689641606550633
225,2017-11-30 00:00:00,-0.02179847234885158,-0.02179847234885158
226,2017-12-01 00:00:00,-0.005429359106391734,-0.005429359106391734
227,2017-12-04 00:00:00,-0.002942754228459637,-0.002942754228459637
228,2017-12-05 00:00:00,-0.0013751777223079014,-0.00036549351927450636
229,2017-12-06 00:00:00,-0.0076934023986975795,-0.0076934023986975795
230,2017-12-07 00:00:00,-0.003156884359464626,-0.003156884359464626
231,2017-12-08 00:00:00,-0.0005872802080795137,-6.423283852974095e-05
232,2017-12-11 00:00:00,-0.0025344469378600996,-0.0025344469378600996
233,2017-12-12 00:00:00,-0.0008135752896923551,-0.0008135752896923551
234,2017-12-13 00:00:00,-0.005299834091741909,-0.005299834091741909
235,2017-12-14 00:00:00,-0.007501511496862684,-0.007501511496862684
236,2017-12-15 00:00:00,-0.0012685174614163225,-0.0012685174614163225
237,2017-12-18 00:00:00,-0.0010135213935563978,-0.00051370048448403
238,2017-12-19 00:00:00,-0.0013410942302287912,-0.0013410942302287912
239,2017-12-20 00:00:00,-0.0016998895764579031,-0.0016998895764579031
240,2017-12-21 00:00:00,-0.001708097916336833,-0.0002684768175967916
241,2017-12-22 00:00:00,-0.0014117903037454442,-0.0003875465782500772
242,2017-12-26 00:00:00,-0.0009223104688878854,-0.0009223104688878854
243,2017-12-27 00:00:00,-0.006470561640598316,-0.006470561640598316
244,2017-12-28 00:00:00,-0.0011180357244289193,-0.0011180357244289193
245,2017-12-29 00:00:00,-0.0016312556999791893,-0.0016312556999791893
