Datetime,Equity_Value,Date
2017-04-11 10:53:00,1025510.5,2017-04-11
2017-04-11 10:54:00,1025512.2,2017-04-11
2017-04-11 10:55:00,1025510.55,2017-04-11
2017-04-11 10:56:00,1025514.5,2017-04-11
2017-04-11 10:57:00,1025513.2,2017-04-11
2017-04-11 10:58:00,1025514.25,2017-04-11
2017-04-11 10:59:00,1025512.95,2017-04-11
2017-04-11 11:00:00,1025512.65,2017-04-11
2017-04-11 11:01:00,1025511.6,2017-04-11
2017-04-11 11:02:00,1025511.95,2017-04-11
2017-04-11 11:03:00,1025512.35,2017-04-11
2017-04-11 11:04:00,1025513.45,2017-04-11
2017-04-11 11:05:00,1025512.0,2017-04-11
2017-04-11 11:06:00,1025512.4,2017-04-11
2017-04-11 11:07:00,1025510.45,2017-04-11
2017-04-11 11:08:00,1025512.2,2017-04-11
2017-04-11 11:09:00,1025512.05,2017-04-11
2017-04-11 11:10:00,1025512.5,2017-04-11
2017-04-11 11:11:00,1025509.45,2017-04-11
2017-04-11 11:12:00,1025509.1,2017-04-11
2017-04-11 11:13:00,1025508.2,2017-04-11
2017-04-11 11:14:00,1025508.85,2017-04-11
2017-04-11 11:15:00,1025508.6,2017-04-11
2017-04-11 11:16:00,1025509.15,2017-04-11
2017-04-11 11:17:00,1025510.4,2017-04-11
2017-04-11 11:18:00,1025510.7,2017-04-11
2017-04-11 11:19:00,1025510.8,2017-04-11
2017-04-11 11:20:00,1025510.75,2017-04-11
2017-04-11 11:21:00,1025509.4,2017-04-11
2017-04-11 11:22:00,1025509.0,2017-04-11
2017-04-11 11:23:00,1025509.05,2017-04-11
2017-04-11 11:24:00,1025509.5,2017-04-11
2017-04-11 11:25:00,1025509.85,2017-04-11
2017-04-11 11:26:00,1025512.2,2017-04-11
2017-04-11 11:27:00,1025512.05,2017-04-11
2017-04-11 11:28:00,1025512.55,2017-04-11
2017-04-11 11:29:00,1025510.8,2017-04-11
2017-04-11 11:30:00,1025511.45,2017-04-11
2017-04-11 11:31:00,1025511.15,2017-04-11
2017-04-11 11:32:00,1025509.75,2017-04-11
2017-04-11 11:33:00,1025510.9,2017-04-11
2017-04-11 11:34:00,1025512.9,2017-04-11
2017-04-11 11:35:00,1025512.8,2017-04-11
2017-04-11 11:36:00,1025512.35,2017-04-11
2017-04-11 11:37:00,1025512.7,2017-04-11
2017-04-11 11:38:00,1025513.55,2017-04-11
2017-04-11 11:39:00,1025513.8,2017-04-11
2017-04-11 11:40:00,1025514.45,2017-04-11
2017-04-11 11:41:00,1025512.7,2017-04-11
2017-04-11 11:42:00,1025510.65,2017-04-11
2017-04-11 11:43:00,1025512.9,2017-04-11
2017-04-11 11:44:00,1025512.25,2017-04-11
2017-04-11 11:45:00,1025511.75,2017-04-11
2017-04-11 11:46:00,1025512.85,2017-04-11
2017-04-11 11:47:00,1025511.35,2017-04-11
2017-04-11 11:48:00,1025512.95,2017-04-11
2017-04-11 11:49:00,1025512.1,2017-04-11
2017-04-11 11:50:00,1025512.2,2017-04-11
2017-04-11 11:51:00,1025511.05,2017-04-11
2017-04-11 11:52:00,1025512.2,2017-04-11
2017-04-11 11:53:00,1025512.95,2017-04-11
2017-04-11 11:54:00,1025512.7,2017-04-11
2017-04-11 11:55:00,1025512.3,2017-04-11
2017-04-11 11:56:00,1025512.55,2017-04-11
2017-04-11 11:57:00,1025512.7,2017-04-11
2017-04-11 11:58:00,1025514.1,2017-04-11
2017-04-11 11:59:00,1025512.9,2017-04-11
2017-04-11 12:00:00,1025512.65,2017-04-11
2017-04-11 12:01:00,1025512.3,2017-04-11
2017-04-11 12:02:00,1025512.9,2017-04-11
2017-04-11 12:03:00,1025512.3,2017-04-11
2017-04-11 12:04:00,1025513.1,2017-04-11
2017-04-11 12:05:00,1025512.8,2017-04-11
2017-04-11 12:06:00,1025513.7,2017-04-11
2017-04-11 12:07:00,1025512.95,2017-04-11
2017-04-11 12:08:00,1025513.45,2017-04-11
2017-04-11 12:09:00,1025513.6,2017-04-11
2017-04-11 12:10:00,1025514.05,2017-04-11
2017-04-11 12:11:00,1025514.0,2017-04-11
2017-04-11 12:12:00,1025514.1,2017-04-11
2017-04-11 12:13:00,1025514.65,2017-04-11
2017-04-11 12:14:00,1025515.7,2017-04-11
2017-04-11 12:15:00,1025514.65,2017-04-11
2017-04-11 12:16:00,1025515.75,2017-04-11
2017-04-11 12:17:00,1025516.45,2017-04-11
2017-04-11 12:18:00,1025515.3,2017-04-11
2017-04-11 12:19:00,1025516.15,2017-04-11
2017-04-11 12:20:00,1025515.0,2017-04-11
2017-04-11 12:21:00,1025515.4,2017-04-11
2017-04-11 12:22:00,1025515.6,2017-04-11
2017-04-11 12:23:00,1025515.45,2017-04-11
2017-04-11 12:24:00,1025515.25,2017-04-11
2017-04-11 12:25:00,1025513.5,2017-04-11
2017-04-11 12:26:00,1025513.35,2017-04-11
2017-04-11 12:27:00,1025514.7,2017-04-11
2017-04-11 12:28:00,1025515.75,2017-04-11
2017-04-11 12:29:00,1025514.85,2017-04-11
2017-04-11 12:30:00,1025515.85,2017-04-11
2017-04-11 12:31:00,1025516.4,2017-04-11
2017-04-11 12:32:00,1025517.75,2017-04-11
2017-04-11 12:33:00,1025518.75,2017-04-11
2017-04-11 12:34:00,1025516.75,2017-04-11
2017-04-11 12:35:00,1025516.8,2017-04-11
2017-04-11 12:36:00,1025516.35,2017-04-11
2017-04-11 12:37:00,1025516.1,2017-04-11
2017-04-11 12:38:00,1025516.45,2017-04-11
2017-04-11 12:39:00,1025516.0,2017-04-11
2017-04-11 12:40:00,1025516.1,2017-04-11
2017-04-11 12:41:00,1025515.9,2017-04-11
2017-04-11 12:42:00,1025516.8,2017-04-11
2017-04-11 12:43:00,1025515.3,2017-04-11
2017-04-11 12:44:00,1025517.15,2017-04-11
2017-04-11 12:45:00,1025516.3,2017-04-11
2017-04-11 12:46:00,1025510.65,2017-04-11
2017-04-11 12:47:00,1025517.8,2017-04-11
2017-04-11 12:48:00,1025517.1,2017-04-11
2017-04-11 12:49:00,1025516.2,2017-04-11
2017-04-11 12:50:00,1025516.95,2017-04-11
2017-04-11 12:51:00,1025514.65,2017-04-11
2017-04-11 12:52:00,1025515.45,2017-04-11
2017-04-11 12:53:00,1025514.75,2017-04-11
2017-04-11 12:54:00,1025514.15,2017-04-11
2017-04-11 12:55:00,1025513.15,2017-04-11
2017-04-11 12:56:00,1025513.05,2017-04-11
2017-04-11 12:57:00,1025514.65,2017-04-11
2017-04-11 12:58:00,1025512.7,2017-04-11
2017-04-11 12:59:00,1025512.95,2017-04-11
2017-04-11 13:00:00,1025510.85,2017-04-11
2017-04-11 13:01:00,1025513.7,2017-04-11
2017-04-11 13:02:00,1025513.15,2017-04-11
2017-04-11 13:03:00,1025511.95,2017-04-11
2017-04-11 13:04:00,1025513.85,2017-04-11
2017-04-11 13:05:00,1025514.3,2017-04-11
2017-04-11 13:06:00,1025514.4,2017-04-11
2017-04-11 13:07:00,1025514.0,2017-04-11
2017-04-11 13:08:00,1025514.3,2017-04-11
2017-04-11 13:09:00,1025515.5,2017-04-11
2017-04-11 13:10:00,1025515.2,2017-04-11
2017-04-11 13:11:00,1025515.45,2017-04-11
2017-04-11 13:12:00,1025516.35,2017-04-11
2017-04-11 13:13:00,1025517.25,2017-04-11
2017-04-11 13:14:00,1025517.1,2017-04-11
2017-04-11 13:15:00,1025517.0,2017-04-11
2017-04-11 13:16:00,1025515.25,2017-04-11
2017-04-11 13:17:00,1025514.45,2017-04-11
2017-04-11 13:18:00,1025516.1,2017-04-11
2017-04-11 13:19:00,1025515.3,2017-04-11
2017-04-11 13:20:00,1025515.65,2017-04-11
2017-04-11 13:21:00,1025516.9,2017-04-11
2017-04-11 13:22:00,1025516.15,2017-04-11
2017-04-11 13:23:00,1025516.45,2017-04-11
2017-04-11 13:24:00,1025515.8,2017-04-11
2017-04-11 13:25:00,1025515.9,2017-04-11
2017-04-11 13:26:00,1025514.15,2017-04-11
2017-04-11 13:27:00,1025515.7,2017-04-11
2017-04-11 13:28:00,1025514.95,2017-04-11
2017-04-11 13:29:00,1025514.45,2017-04-11
2017-04-11 13:30:00,1025514.85,2017-04-11
2017-04-11 13:31:00,1025514.65,2017-04-11
2017-04-11 13:32:00,1025514.6,2017-04-11
2017-04-11 13:33:00,1025513.65,2017-04-11
2017-04-11 13:34:00,1025514.45,2017-04-11
2017-04-11 13:35:00,1025515.1,2017-04-11
2017-04-11 13:36:00,1025516.0,2017-04-11
2017-04-11 13:37:00,1025515.3,2017-04-11
2017-04-11 13:38:00,1025515.1,2017-04-11
2017-04-11 13:39:00,1025515.4,2017-04-11
2017-04-11 13:40:00,1025509.0,2017-04-11
2017-04-11 13:41:00,1025505.5,2017-04-11
2017-04-11 13:42:00,1025507.75,2017-04-11
2017-04-11 13:43:00,1025506.5,2017-04-11
2017-04-11 13:44:00,1025502.95,2017-04-11
2017-04-11 13:45:00,1025500.55,2017-04-11
2017-04-11 13:46:00,1025498.75,2017-04-11
2017-04-11 13:47:00,1025499.2,2017-04-11
2017-04-11 13:48:00,1025499.5,2017-04-11
2017-04-11 13:49:00,1025501.65,2017-04-11
2017-04-11 13:50:00,1025500.05,2017-04-11
2017-04-11 13:51:00,1025501.6,2017-04-11
2017-04-11 13:52:00,1025504.75,2017-04-11
2017-04-11 13:53:00,1025505.0,2017-04-11
2017-04-11 13:54:00,1025507.65,2017-04-11
2017-04-11 13:55:00,1025505.85,2017-04-11
2017-04-11 13:56:00,1025505.6,2017-04-11
2017-04-11 13:57:00,1025503.4,2017-04-11
2017-04-11 13:58:00,1025503.95,2017-04-11
2017-04-11 13:59:00,1025505.45,2017-04-11
2017-04-11 14:00:00,1025503.8,2017-04-11
2017-04-11 14:01:00,1025503.35,2017-04-11
2017-04-11 14:02:00,1025504.6,2017-04-11
2017-04-11 14:03:00,1025506.95,2017-04-11
2017-04-11 14:04:00,1025506.0,2017-04-11
2017-04-11 14:05:00,1025506.4,2017-04-11
2017-04-11 14:06:00,1025508.55,2017-04-11
2017-04-11 14:07:00,1025505.6,2017-04-11
2017-04-11 14:08:00,1025506.4,2017-04-11
2017-04-11 14:09:00,1025506.6,2017-04-11
2017-04-11 14:10:00,1025505.75,2017-04-11
2017-04-11 14:11:00,1025505.3,2017-04-11
2017-04-11 14:12:00,1025507.1,2017-04-11
2017-04-11 14:13:00,1025506.45,2017-04-11
2017-04-11 14:14:00,1025507.15,2017-04-11
2017-04-11 14:15:00,1025507.65,2017-04-11
2017-04-11 14:16:00,1025504.15,2017-04-11
2017-04-11 14:17:00,1025504.45,2017-04-11
2017-04-11 14:18:00,1025504.45,2017-04-11
2017-04-11 14:19:00,1025504.65,2017-04-11
2017-04-11 14:20:00,1025502.6,2017-04-11
2017-04-11 14:21:00,1025507.0,2017-04-11
2017-04-11 14:22:00,1025505.3,2017-04-11
2017-04-11 14:23:00,1025506.0,2017-04-11
2017-04-11 14:24:00,1025504.55,2017-04-11
2017-04-11 14:25:00,1025505.1,2017-04-11
2017-04-11 14:26:00,1025504.05,2017-04-11
2017-04-11 14:27:00,1025502.9,2017-04-11
2017-04-11 14:28:00,1025500.55,2017-04-11
2017-04-11 14:29:00,1025498.9,2017-04-11
2017-04-11 14:30:00,1025497.65,2017-04-11
2017-04-11 14:31:00,1025494.2,2017-04-11
2017-04-11 14:32:00,1025491.3,2017-04-11
2017-04-11 14:33:00,1025487.8,2017-04-11
2017-04-11 14:34:00,1025491.6,2017-04-11
2017-04-11 14:35:00,1025488.4,2017-04-11
2017-04-11 14:36:00,1025490.3,2017-04-11
2017-04-11 14:37:00,1025486.65,2017-04-11
2017-04-11 14:38:00,1025486.4,2017-04-11
2017-04-11 14:39:00,1025489.0,2017-04-11
2017-04-11 14:40:00,1025490.3,2017-04-11
2017-04-11 14:41:00,1025492.3,2017-04-11
2017-04-11 14:42:00,1025496.1,2017-04-11
2017-04-11 14:43:00,1025495.35,2017-04-11
2017-04-11 14:44:00,1025497.6,2017-04-11
2017-04-11 14:45:00,1025495.85,2017-04-11
2017-04-11 14:46:00,1025495.6,2017-04-11
2017-04-11 14:47:00,1025495.6,2017-04-11
2017-04-11 14:48:00,1025495.95,2017-04-11
2017-04-11 14:49:00,1025496.25,2017-04-11
2017-04-11 14:50:00,1025497.5,2017-04-11
2017-04-11 14:51:00,1025492.15,2017-04-11
2017-04-11 14:52:00,1025491.6,2017-04-11
2017-04-11 14:53:00,1025490.85,2017-04-11
2017-04-11 14:54:00,1025490.3,2017-04-11
2017-04-11 14:55:00,1025490.0,2017-04-11
2017-04-11 14:56:00,1025494.95,2017-04-11
2017-04-11 14:57:00,1025492.75,2017-04-11
2017-04-11 14:58:00,1025491.1,2017-04-11
2017-04-11 14:59:00,1025491.85,2017-04-11
2017-04-11 15:00:00,1025493.8,2017-04-11
2017-04-11 15:01:00,1025497.35,2017-04-11
2017-04-11 15:02:00,1025493.8,2017-04-11
2017-04-11 15:03:00,1025491.5,2017-04-11
2017-04-11 15:04:00,1025499.2,2017-04-11
2017-04-11 15:05:00,1025494.55,2017-04-11
2017-04-11 15:06:00,1025493.9,2017-04-11
2017-04-11 15:07:00,1025496.2,2017-04-11
2017-04-11 15:08:00,1025494.85,2017-04-11
2017-04-11 15:09:00,1025494.2,2017-04-11
2017-04-11 15:10:00,1025494.6,2017-04-11
2017-04-11 15:11:00,1025495.0,2017-04-11
2017-04-11 15:12:00,1025494.2,2017-04-11
2017-04-11 15:13:00,1025495.85,2017-04-11
2017-04-11 15:14:00,1025494.6,2017-04-11
2017-04-11 15:15:00,1025495.45,2017-04-11
2017-04-11 15:16:00,1025492.8,2017-04-11
2017-04-11 15:17:00,1025492.45,2017-04-11
2017-04-11 15:18:00,1025493.15,2017-04-11
2017-04-11 15:19:00,1025492.9,2017-04-11
2017-04-11 15:20:00,1025492.85,2017-04-11
2017-04-12 10:30:00,1026640.0,2017-04-12
2017-04-12 10:31:00,1026640.45,2017-04-12
2017-04-12 10:32:00,1026640.85,2017-04-12
2017-04-12 10:33:00,1026639.9,2017-04-12
2017-04-12 10:34:00,1026638.55,2017-04-12
2017-04-12 10:35:00,1026639.35,2017-04-12
2017-04-12 10:36:00,1026639.05,2017-04-12
2017-04-12 10:37:00,1026640.75,2017-04-12
2017-04-12 10:38:00,1026640.15,2017-04-12
2017-04-12 10:39:00,1026639.4,2017-04-12
2017-04-12 10:40:00,1026639.55,2017-04-12
2017-04-12 10:41:00,1026640.25,2017-04-12
2017-04-12 10:42:00,1026642.35,2017-04-12
2017-04-12 10:43:00,1026641.35,2017-04-12
2017-04-12 10:44:00,1026641.15,2017-04-12
2017-04-12 10:45:00,1026641.45,2017-04-12
2017-04-12 10:46:00,1026641.45,2017-04-12
2017-04-12 10:47:00,1026641.35,2017-04-12
2017-04-12 10:48:00,1026642.4,2017-04-12
2017-04-12 10:49:00,1026643.35,2017-04-12
2017-04-12 10:50:00,1026642.1,2017-04-12
2017-04-12 10:51:00,1026641.4,2017-04-12
2017-04-12 10:52:00,1026644.85,2017-04-12
2017-04-12 10:53:00,1026641.35,2017-04-12
2017-04-12 10:54:00,1026641.2,2017-04-12
2017-04-12 10:55:00,1026639.6,2017-04-12
2017-04-12 10:56:00,1026640.75,2017-04-12
2017-04-12 10:57:00,1026641.0,2017-04-12
2017-04-12 10:58:00,1026641.85,2017-04-12
2017-04-12 10:59:00,1026641.4,2017-04-12
2017-04-12 11:00:00,1026640.95,2017-04-12
2017-04-12 11:01:00,1026642.75,2017-04-12
2017-04-12 11:02:00,1026641.3,2017-04-12
2017-04-12 11:03:00,1026642.15,2017-04-12
2017-04-12 11:04:00,1026641.7,2017-04-12
2017-04-12 11:05:00,1026641.2,2017-04-12
2017-04-12 11:06:00,1026641.35,2017-04-12
2017-04-12 11:07:00,1026642.3,2017-04-12
2017-04-12 11:08:00,1026642.15,2017-04-12
2017-04-12 11:09:00,1026641.55,2017-04-12
2017-04-12 11:10:00,1026641.3,2017-04-12
2017-04-12 11:11:00,1026641.5,2017-04-12
2017-04-12 11:12:00,1026641.6,2017-04-12
2017-04-12 11:13:00,1026641.35,2017-04-12
2017-04-12 11:14:00,1026641.85,2017-04-12
2017-04-12 11:15:00,1026641.25,2017-04-12
2017-04-12 11:16:00,1026640.7,2017-04-12
2017-04-12 11:17:00,1026641.6,2017-04-12
2017-04-12 11:18:00,1026636.7,2017-04-12
2017-04-12 11:19:00,1026641.05,2017-04-12
2017-04-12 11:20:00,1026640.45,2017-04-12
2017-04-12 11:21:00,1026641.4,2017-04-12
2017-04-12 11:22:00,1026640.85,2017-04-12
2017-04-12 11:23:00,1026640.15,2017-04-12
2017-04-12 11:24:00,1026640.95,2017-04-12
2017-04-12 11:25:00,1026642.15,2017-04-12
2017-04-12 11:26:00,1026641.85,2017-04-12
2017-04-12 11:27:00,1026641.65,2017-04-12
2017-04-12 11:28:00,1026641.35,2017-04-12
2017-04-12 11:29:00,1026641.35,2017-04-12
2017-04-12 11:30:00,1026640.9,2017-04-12
2017-04-12 11:31:00,1026641.65,2017-04-12
2017-04-12 11:32:00,1026642.05,2017-04-12
2017-04-12 11:33:00,1026640.5,2017-04-12
2017-04-12 11:34:00,1026641.05,2017-04-12
2017-04-12 11:35:00,1026638.65,2017-04-12
2017-04-12 11:36:00,1026641.75,2017-04-12
2017-04-12 11:37:00,1026642.6,2017-04-12
2017-04-12 11:38:00,1026642.8,2017-04-12
2017-04-12 11:39:00,1026642.15,2017-04-12
2017-04-12 11:40:00,1026642.5,2017-04-12
2017-04-12 11:41:00,1026642.1,2017-04-12
2017-04-12 11:42:00,1026642.15,2017-04-12
2017-04-12 11:43:00,1026641.85,2017-04-12
2017-04-12 11:44:00,1026641.55,2017-04-12
2017-04-12 11:45:00,1026641.65,2017-04-12
2017-04-12 11:46:00,1026640.95,2017-04-12
2017-04-12 11:47:00,1026643.05,2017-04-12
2017-04-12 11:48:00,1026642.35,2017-04-12
2017-04-12 11:49:00,1026642.9,2017-04-12
2017-04-12 11:50:00,1026642.65,2017-04-12
2017-04-12 11:51:00,1026643.75,2017-04-12
2017-04-12 11:52:00,1026643.05,2017-04-12
2017-04-12 11:53:00,1026643.1,2017-04-12
2017-04-12 11:54:00,1026643.2,2017-04-12
2017-04-12 11:55:00,1026643.65,2017-04-12
2017-04-12 11:56:00,1026642.4,2017-04-12
2017-04-12 11:57:00,1026641.65,2017-04-12
2017-04-12 11:58:00,1026641.65,2017-04-12
2017-04-12 11:59:00,1026641.05,2017-04-12
2017-04-12 12:00:00,1026641.75,2017-04-12
2017-04-12 12:01:00,1026643.8,2017-04-12
2017-04-12 12:02:00,1026644.35,2017-04-12
2017-04-12 12:03:00,1026646.05,2017-04-12
2017-04-12 12:04:00,1026644.95,2017-04-12
2017-04-12 12:05:00,1026642.75,2017-04-12
2017-04-12 12:06:00,1026637.5,2017-04-12
2017-04-12 12:07:00,1026637.15,2017-04-12
2017-04-12 12:08:00,1026639.2,2017-04-12
2017-04-12 12:09:00,1026637.3,2017-04-12
2017-04-12 12:10:00,1026639.4,2017-04-12
2017-04-12 12:11:00,1026639.7,2017-04-12
2017-04-12 12:12:00,1026641.6,2017-04-12
2017-04-12 12:13:00,1026641.9,2017-04-12
2017-04-12 12:14:00,1026639.85,2017-04-12
2017-04-12 12:15:00,1026638.8,2017-04-12
2017-04-12 12:16:00,1026637.5,2017-04-12
2017-04-12 12:17:00,1026637.05,2017-04-12
2017-04-12 12:18:00,1026636.05,2017-04-12
2017-04-12 12:19:00,1026634.35,2017-04-12
2017-04-12 12:20:00,1026635.05,2017-04-12
2017-04-12 12:21:00,1026637.55,2017-04-12
2017-04-12 12:22:00,1026637.5,2017-04-12
2017-04-12 12:23:00,1026635.35,2017-04-12
2017-04-12 12:24:00,1026634.35,2017-04-12
2017-04-12 12:25:00,1026634.55,2017-04-12
2017-04-12 12:26:00,1026633.8,2017-04-12
2017-04-12 12:27:00,1026633.35,2017-04-12
2017-04-12 12:28:00,1026626.55,2017-04-12
2017-04-12 12:29:00,1026626.85,2017-04-12
2017-04-12 12:30:00,1026623.25,2017-04-12
2017-04-12 12:31:00,1026628.2,2017-04-12
2017-04-12 12:32:00,1026627.45,2017-04-12
2017-04-12 12:33:00,1026625.5,2017-04-12
2017-04-12 12:34:00,1026626.55,2017-04-12
2017-04-12 12:35:00,1026625.7,2017-04-12
2017-04-12 12:36:00,1026626.95,2017-04-12
2017-04-12 12:37:00,1026623.4,2017-04-12
2017-04-12 12:38:00,1026621.35,2017-04-12
2017-04-12 12:39:00,1026622.25,2017-04-12
2017-04-12 12:40:00,1026627.65,2017-04-12
2017-04-12 12:41:00,1026625.65,2017-04-12
2017-04-12 12:42:00,1026623.05,2017-04-12
2017-04-12 12:43:00,1026622.5,2017-04-12
2017-04-12 12:44:00,1026624.2,2017-04-12
2017-04-12 12:45:00,1026622.75,2017-04-12
2017-04-12 12:46:00,1026622.95,2017-04-12
2017-04-12 12:47:00,1026624.5,2017-04-12
2017-04-12 12:48:00,1026620.75,2017-04-12
2017-04-12 12:49:00,1026614.05,2017-04-12
2017-04-12 12:50:00,1026611.1,2017-04-12
2017-04-12 12:51:00,1026608.2,2017-04-12
2017-04-12 12:52:00,1026611.9,2017-04-12
2017-04-12 12:53:00,1026609.95,2017-04-12
2017-04-12 12:54:00,1026609.55,2017-04-12
2017-04-12 12:55:00,1026606.55,2017-04-12
2017-04-12 12:56:00,1026594.3,2017-04-12
2017-04-12 12:57:00,1026594.4,2017-04-12
2017-04-12 12:58:00,1026602.2,2017-04-12
2017-04-12 12:59:00,1026600.65,2017-04-12
2017-04-12 13:00:00,1026605.9,2017-04-12
2017-04-12 13:01:00,1026596.25,2017-04-12
2017-04-12 13:02:00,1026595.0,2017-04-12
2017-04-12 13:03:00,1026593.8,2017-04-12
2017-04-12 13:04:00,1026599.0,2017-04-12
2017-04-12 13:05:00,1026604.25,2017-04-12
2017-04-12 13:06:00,1026611.9,2017-04-12
2017-04-12 13:07:00,1026614.0,2017-04-12
2017-04-12 13:08:00,1026624.8,2017-04-12
2017-04-12 13:09:00,1026616.5,2017-04-12
2017-04-12 13:10:00,1026615.9,2017-04-12
2017-04-12 13:11:00,1026615.15,2017-04-12
2017-04-12 13:12:00,1026607.25,2017-04-12
2017-04-12 13:13:00,1026607.3,2017-04-12
2017-04-12 13:14:00,1026603.8,2017-04-12
2017-04-12 13:15:00,1026606.25,2017-04-12
2017-04-12 13:16:00,1026606.75,2017-04-12
2017-04-12 13:17:00,1026608.8,2017-04-12
2017-04-12 13:18:00,1026610.8,2017-04-12
2017-04-12 13:19:00,1026611.95,2017-04-12
2017-04-12 13:20:00,1026610.5,2017-04-12
2017-04-12 13:21:00,1026606.85,2017-04-12
2017-04-12 13:22:00,1026608.9,2017-04-12
2017-04-12 13:23:00,1026609.3,2017-04-12
2017-04-12 13:24:00,1026609.75,2017-04-12
2017-04-12 13:25:00,1026605.35,2017-04-12
2017-04-12 13:26:00,1026608.85,2017-04-12
2017-04-12 13:27:00,1026610.95,2017-04-12
2017-04-12 13:28:00,1026605.6,2017-04-12
2017-04-12 13:29:00,1026604.95,2017-04-12
2017-04-12 13:30:00,1026606.9,2017-04-12
2017-04-12 13:31:00,1026605.55,2017-04-12
2017-04-12 13:32:00,1026608.9,2017-04-12
2017-04-12 13:33:00,1026608.35,2017-04-12
2017-04-12 13:34:00,1026607.6,2017-04-12
2017-04-12 13:35:00,1026608.85,2017-04-12
2017-04-12 13:36:00,1026611.4,2017-04-12
2017-04-12 13:37:00,1026615.55,2017-04-12
2017-04-12 13:38:00,1026618.7,2017-04-12
2017-04-12 13:39:00,1026614.55,2017-04-12
2017-04-12 13:40:00,1026616.85,2017-04-12
2017-04-12 13:41:00,1026617.65,2017-04-12
2017-04-12 13:42:00,1026616.3,2017-04-12
2017-04-12 13:43:00,1026613.35,2017-04-12
2017-04-12 13:44:00,1026613.8,2017-04-12
2017-04-12 13:45:00,1026614.05,2017-04-12
2017-04-12 13:46:00,1026611.05,2017-04-12
2017-04-12 13:47:00,1026609.8,2017-04-12
2017-04-12 13:48:00,1026608.4,2017-04-12
2017-04-12 13:49:00,1026610.0,2017-04-12
2017-04-12 13:50:00,1026613.5,2017-04-12
2017-04-12 13:51:00,1026611.4,2017-04-12
2017-04-12 13:52:00,1026610.9,2017-04-12
2017-04-12 13:53:00,1026611.75,2017-04-12
2017-04-12 13:54:00,1026613.2,2017-04-12
2017-04-12 13:55:00,1026614.95,2017-04-12
2017-04-12 13:56:00,1026617.8,2017-04-12
2017-04-12 13:57:00,1026620.0,2017-04-12
2017-04-12 13:58:00,1026616.55,2017-04-12
2017-04-12 13:59:00,1026613.65,2017-04-12
2017-04-12 14:00:00,1026613.4,2017-04-12
2017-04-12 14:01:00,1026611.7,2017-04-12
2017-04-12 14:02:00,1026613.65,2017-04-12
2017-04-12 14:03:00,1026614.75,2017-04-12
2017-04-12 14:04:00,1026622.1,2017-04-12
2017-04-12 14:05:00,1026644.25,2017-04-12
2017-04-12 14:06:00,1026637.5,2017-04-12
2017-04-12 14:07:00,1026642.6,2017-04-12
2017-04-12 14:08:00,1026638.9,2017-04-12
2017-04-12 14:09:00,1026640.8,2017-04-12
2017-04-12 14:10:00,1026642.6,2017-04-12
2017-04-12 14:11:00,1026641.4,2017-04-12
2017-04-12 14:12:00,1026641.6,2017-04-12
2017-04-12 14:13:00,1026643.6,2017-04-12
2017-04-12 14:14:00,1026641.35,2017-04-12
2017-04-12 14:15:00,1026639.35,2017-04-12
2017-04-12 14:16:00,1026639.25,2017-04-12
2017-04-12 14:17:00,1026638.35,2017-04-12
2017-04-12 14:18:00,1026636.05,2017-04-12
2017-04-12 14:19:00,1026637.4,2017-04-12
2017-04-12 14:20:00,1026637.9,2017-04-12
2017-04-12 14:21:00,1026641.3,2017-04-12
2017-04-12 14:22:00,1026637.25,2017-04-12
2017-04-12 14:23:00,1026635.4,2017-04-12
2017-04-12 14:24:00,1026638.0,2017-04-12
2017-04-12 14:25:00,1026637.45,2017-04-12
2017-04-12 14:26:00,1026635.15,2017-04-12
2017-04-12 14:27:00,1026634.15,2017-04-12
2017-04-12 14:28:00,1026635.45,2017-04-12
2017-04-12 14:29:00,1026638.5,2017-04-12
2017-04-12 14:30:00,1026637.5,2017-04-12
2017-04-12 14:31:00,1026642.9,2017-04-12
2017-04-12 14:32:00,1026643.9,2017-04-12
2017-04-12 14:33:00,1026642.8,2017-04-12
2017-04-12 14:34:00,1026642.4,2017-04-12
2017-04-12 14:35:00,1026639.95,2017-04-12
2017-04-12 14:36:00,1026639.4,2017-04-12
2017-04-12 14:37:00,1026641.8,2017-04-12
2017-04-12 14:38:00,1026642.7,2017-04-12
2017-04-12 14:39:00,1026640.75,2017-04-12
2017-04-12 14:40:00,1026640.7,2017-04-12
2017-04-12 14:41:00,1026638.4,2017-04-12
2017-04-12 14:42:00,1026635.05,2017-04-12
2017-04-12 14:43:00,1026634.55,2017-04-12
2017-04-12 14:44:00,1026637.75,2017-04-12
2017-04-12 14:45:00,1026637.75,2017-04-12
2017-04-12 14:46:00,1026647.05,2017-04-12
2017-04-12 14:47:00,1026645.25,2017-04-12
2017-04-12 14:48:00,1026643.6,2017-04-12
2017-04-12 14:49:00,1026646.5,2017-04-12
2017-04-12 14:50:00,1026645.1,2017-04-12
2017-04-12 14:51:00,1026643.65,2017-04-12
2017-04-12 14:52:00,1026645.6,2017-04-12
2017-04-12 14:53:00,1026647.7,2017-04-12
2017-04-12 14:54:00,1026647.35,2017-04-12
2017-04-12 14:55:00,1026650.35,2017-04-12
2017-04-12 14:56:00,1026650.3,2017-04-12
2017-04-12 14:57:00,1026648.15,2017-04-12
2017-04-12 14:58:00,1026646.2,2017-04-12
